,YYYYMM,Description,Quantity,Demand Pattern
33448,2011-03,POPPY FIELDS CHOPPING BOARD,6,Lumpy
33449,2011-04,POPPY FIELDS CHOPPING BOARD,0,Lumpy
33450,2011-05,POPPY FIELDS CHOPPING BOARD,7,Lumpy
33451,2011-06,POPPY FIELDS CHOPPING BOARD,8,Lumpy
33452,2011-07,POPPY FIELDS CHOPPING BOARD,1,Lumpy
33453,2011-09,POPPY FIELDS CHOPPING BOARD,2,Lumpy
33454,2011-10,POPPY FIELDS CHOPPING BOARD,24,Lumpy
33455,2011-11,POPPY FIELDS CHOPPING BOARD,33,Lumpy
33456,2011-12,POPPY FIELDS CHOPPING BOARD,6,Lumpy
33457,2010-01,POPPY'S PLAYHOUSE BATHROOM,1,Lumpy
33458,2010-03,POPPY'S PLAYHOUSE BATHROOM,18,Lumpy
33459,2010-05,POPPY'S PLAYHOUSE BATHROOM,7,Lumpy
33460,2010-06,POPPY'S PLAYHOUSE BATHROOM,5,Lumpy
33461,2010-07,POPPY'S PLAYHOUSE BATHROOM,6,Lumpy
33462,2010-09,POPPY'S PLAYHOUSE BATHROOM,4,Lumpy
33463,2010-10,POPPY'S PLAYHOUSE BATHROOM,15,Lumpy
33464,2010-12,POPPY'S PLAYHOUSE BATHROOM,8,Lumpy
33465,2011-01,POPPY'S PLAYHOUSE BATHROOM,30,Lumpy
33466,2011-02,POPPY'S PLAYHOUSE BATHROOM,136,Lumpy
33467,2011-03,POPPY'S PLAYHOUSE BATHROOM,71,Lumpy
33468,2011-04,POPPY'S PLAYHOUSE BATHROOM,21,Lumpy
33469,2011-05,POPPY'S PLAYHOUSE BATHROOM,22,Lumpy
33470,2011-06,POPPY'S PLAYHOUSE BATHROOM,112,Lumpy
33471,2011-07,POPPY'S PLAYHOUSE BATHROOM,66,Lumpy
33472,2011-08,POPPY'S PLAYHOUSE BATHROOM,62,Lumpy
33473,2011-09,POPPY'S PLAYHOUSE BATHROOM,64,Lumpy
33474,2011-10,POPPY'S PLAYHOUSE BATHROOM,155,Lumpy
33475,2011-11,POPPY'S PLAYHOUSE BATHROOM,80,Lumpy
33476,2011-12,POPPY'S PLAYHOUSE BATHROOM,68,Lumpy
33477,2010-01,POPPY'S PLAYHOUSE BEDROOM ,14,Lumpy
33478,2010-02,POPPY'S PLAYHOUSE BEDROOM ,17,Lumpy
33479,2010-03,POPPY'S PLAYHOUSE BEDROOM ,26,Lumpy
33480,2010-05,POPPY'S PLAYHOUSE BEDROOM ,10,Lumpy
33481,2010-06,POPPY'S PLAYHOUSE BEDROOM ,10,Lumpy
33482,2010-07,POPPY'S PLAYHOUSE BEDROOM ,15,Lumpy
33483,2010-08,POPPY'S PLAYHOUSE BEDROOM ,3,Lumpy
33484,2010-09,POPPY'S PLAYHOUSE BEDROOM ,7,Lumpy
33485,2010-10,POPPY'S PLAYHOUSE BEDROOM ,26,Lumpy
33486,2010-12,POPPY'S PLAYHOUSE BEDROOM ,54,Lumpy
33487,2011-01,POPPY'S PLAYHOUSE BEDROOM ,48,Lumpy
33488,2011-02,POPPY'S PLAYHOUSE BEDROOM ,186,Lumpy
33489,2011-03,POPPY'S PLAYHOUSE BEDROOM ,215,Lumpy
33490,2011-04,POPPY'S PLAYHOUSE BEDROOM ,176,Lumpy
33491,2011-05,POPPY'S PLAYHOUSE BEDROOM ,89,Lumpy
33492,2011-06,POPPY'S PLAYHOUSE BEDROOM ,105,Lumpy
33493,2011-07,POPPY'S PLAYHOUSE BEDROOM ,155,Lumpy
33494,2011-08,POPPY'S PLAYHOUSE BEDROOM ,123,Lumpy
33495,2011-09,POPPY'S PLAYHOUSE BEDROOM ,130,Lumpy
33496,2011-10,POPPY'S PLAYHOUSE BEDROOM ,178,Lumpy
33497,2011-11,POPPY'S PLAYHOUSE BEDROOM ,350,Lumpy
33498,2011-12,POPPY'S PLAYHOUSE BEDROOM ,79,Lumpy
33499,2010-01,POPPY'S PLAYHOUSE KITCHEN,22,Lumpy
33500,2010-02,POPPY'S PLAYHOUSE KITCHEN,3,Lumpy
33501,2010-03,POPPY'S PLAYHOUSE KITCHEN,31,Lumpy
33502,2010-05,POPPY'S PLAYHOUSE KITCHEN,21,Lumpy
33503,2010-06,POPPY'S PLAYHOUSE KITCHEN,12,Lumpy
33504,2010-07,POPPY'S PLAYHOUSE KITCHEN,7,Lumpy
33505,2010-08,POPPY'S PLAYHOUSE KITCHEN,2,Lumpy
33506,2010-09,POPPY'S PLAYHOUSE KITCHEN,10,Lumpy
33507,2010-10,POPPY'S PLAYHOUSE KITCHEN,24,Lumpy
33508,2010-12,POPPY'S PLAYHOUSE KITCHEN,64,Lumpy
33509,2011-01,POPPY'S PLAYHOUSE KITCHEN,98,Lumpy
33510,2011-02,POPPY'S PLAYHOUSE KITCHEN,252,Lumpy
33511,2011-03,POPPY'S PLAYHOUSE KITCHEN,202,Lumpy
33512,2011-04,POPPY'S PLAYHOUSE KITCHEN,146,Lumpy
33513,2011-05,POPPY'S PLAYHOUSE KITCHEN,89,Lumpy
33514,2011-06,POPPY'S PLAYHOUSE KITCHEN,145,Lumpy
33515,2011-07,POPPY'S PLAYHOUSE KITCHEN,133,Lumpy
33516,2011-08,POPPY'S PLAYHOUSE KITCHEN,120,Lumpy
33517,2011-09,POPPY'S PLAYHOUSE KITCHEN,124,Lumpy
33518,2011-10,POPPY'S PLAYHOUSE KITCHEN,204,Lumpy
33519,2011-11,POPPY'S PLAYHOUSE KITCHEN,334,Lumpy
33520,2011-12,POPPY'S PLAYHOUSE KITCHEN,73,Lumpy
33521,2010-01,POPPY'S PLAYHOUSE LIVINGROOM ,2,Lumpy
33522,2010-02,POPPY'S PLAYHOUSE LIVINGROOM ,3,Lumpy
33523,2010-03,POPPY'S PLAYHOUSE LIVINGROOM ,25,Lumpy
33524,2010-05,POPPY'S PLAYHOUSE LIVINGROOM ,9,Lumpy
33525,2010-06,POPPY'S PLAYHOUSE LIVINGROOM ,8,Lumpy
33526,2010-07,POPPY'S PLAYHOUSE LIVINGROOM ,2,Lumpy
33527,2010-08,POPPY'S PLAYHOUSE LIVINGROOM ,2,Lumpy
33528,2010-09,POPPY'S PLAYHOUSE LIVINGROOM ,7,Lumpy
33529,2010-10,POPPY'S PLAYHOUSE LIVINGROOM ,29,Lumpy
33530,2010-12,POPPY'S PLAYHOUSE LIVINGROOM ,56,Lumpy
33531,2011-01,POPPY'S PLAYHOUSE LIVINGROOM ,44,Lumpy
33532,2011-02,POPPY'S PLAYHOUSE LIVINGROOM ,144,Lumpy
33533,2011-03,POPPY'S PLAYHOUSE LIVINGROOM ,156,Lumpy
33534,2011-04,POPPY'S PLAYHOUSE LIVINGROOM ,101,Lumpy
33535,2011-05,POPPY'S PLAYHOUSE LIVINGROOM ,58,Lumpy
33536,2011-06,POPPY'S PLAYHOUSE LIVINGROOM ,122,Lumpy
33537,2011-07,POPPY'S PLAYHOUSE LIVINGROOM ,112,Lumpy
33538,2011-08,POPPY'S PLAYHOUSE LIVINGROOM ,99,Lumpy
33539,2011-09,POPPY'S PLAYHOUSE LIVINGROOM ,81,Lumpy
33540,2011-10,POPPY'S PLAYHOUSE LIVINGROOM ,150,Lumpy
33541,2011-11,POPPY'S PLAYHOUSE LIVINGROOM ,159,Lumpy
33542,2011-12,POPPY'S PLAYHOUSE LIVINGROOM ,70,Lumpy
33543,2010-07,PORCELAIN BUDAH INCENSE HOLDER,100,Lumpy
33544,2010-12,PORCELAIN BUDAH INCENSE HOLDER,2,Lumpy
33545,2011-01,PORCELAIN BUDAH INCENSE HOLDER,100,Lumpy
33546,2011-02,PORCELAIN BUDAH INCENSE HOLDER,101,Lumpy
33547,2011-03,PORCELAIN BUDAH INCENSE HOLDER,160,Lumpy
33548,2011-04,PORCELAIN BUDAH INCENSE HOLDER,200,Lumpy
33549,2011-05,PORCELAIN BUDAH INCENSE HOLDER,103,Lumpy
33550,2011-06,PORCELAIN BUDAH INCENSE HOLDER,203,Lumpy
33551,2011-07,PORCELAIN BUDAH INCENSE HOLDER,1,Lumpy
33552,2011-08,PORCELAIN BUDAH INCENSE HOLDER,136,Lumpy
33553,2011-09,PORCELAIN BUDAH INCENSE HOLDER,102,Lumpy
33554,2011-10,PORCELAIN BUDAH INCENSE HOLDER,213,Lumpy
33555,2011-11,PORCELAIN BUDAH INCENSE HOLDER,103,Lumpy
33556,2011-12,PORCELAIN BUDAH INCENSE HOLDER,1,Lumpy
33557,2010-01,PORCELAIN BUTTERFLY OIL BURNER,2,Lumpy
33558,2010-03,PORCELAIN BUTTERFLY OIL BURNER,9,Lumpy
33559,2010-05,PORCELAIN BUTTERFLY OIL BURNER,6,Lumpy
33560,2010-06,PORCELAIN BUTTERFLY OIL BURNER,8,Lumpy
33561,2010-07,PORCELAIN BUTTERFLY OIL BURNER,15,Lumpy
33562,2010-08,PORCELAIN BUTTERFLY OIL BURNER,8,Lumpy
33563,2010-09,PORCELAIN BUTTERFLY OIL BURNER,21,Lumpy
33564,2010-10,PORCELAIN BUTTERFLY OIL BURNER,1,Lumpy
33565,2010-12,PORCELAIN BUTTERFLY OIL BURNER,114,Lumpy
33566,2011-01,PORCELAIN BUTTERFLY OIL BURNER,9,Lumpy
33567,2011-02,PORCELAIN BUTTERFLY OIL BURNER,8,Lumpy
33568,2011-03,PORCELAIN BUTTERFLY OIL BURNER,18,Lumpy
33569,2011-05,PORCELAIN BUTTERFLY OIL BURNER,4,Lumpy
33570,2011-06,PORCELAIN BUTTERFLY OIL BURNER,1,Lumpy
33571,2011-07,PORCELAIN BUTTERFLY OIL BURNER,22,Lumpy
33572,2011-08,PORCELAIN BUTTERFLY OIL BURNER,4,Lumpy
33573,2011-09,PORCELAIN BUTTERFLY OIL BURNER,7,Lumpy
33574,2011-10,PORCELAIN BUTTERFLY OIL BURNER,7,Lumpy
33575,2011-11,PORCELAIN BUTTERFLY OIL BURNER,1,Lumpy
33576,2011-12,PORCELAIN BUTTERFLY OIL BURNER,8,Lumpy
33577,2010-01,PORCELAIN HANGING BELL SMALL,-1,
33578,2010-02,PORCELAIN ROSE LARGE ,12,Erratic
33579,2010-05,PORCELAIN ROSE LARGE ,3,Erratic
33580,2010-10,PORCELAIN ROSE LARGE ,12,Erratic
33581,2011-01,PORCELAIN ROSE LARGE ,1,Erratic
33582,2011-02,PORCELAIN ROSE LARGE ,174,Erratic
33583,2011-03,PORCELAIN ROSE LARGE ,6,Erratic
33584,2011-04,PORCELAIN ROSE LARGE ,12,Erratic
33585,2011-05,PORCELAIN ROSE LARGE ,7,Erratic
33586,2011-06,PORCELAIN ROSE LARGE ,62,Erratic
33587,2011-11,PORCELAIN ROSE LARGE ,10,Erratic
33588,2010-02,PORCELAIN ROSE SMALL,32,Erratic
33589,2010-05,PORCELAIN ROSE SMALL,11,Erratic
33590,2010-10,PORCELAIN ROSE SMALL,16,Erratic
33591,2010-12,PORCELAIN ROSE SMALL,1,Erratic
33592,2011-01,PORCELAIN ROSE SMALL,321,Erratic
33593,2011-02,PORCELAIN ROSE SMALL,332,Erratic
33594,2011-03,PORCELAIN ROSE SMALL,53,Erratic
33595,2011-04,PORCELAIN ROSE SMALL,56,Erratic
33596,2011-05,PORCELAIN ROSE SMALL,71,Erratic
33597,2011-06,PORCELAIN ROSE SMALL,104,Erratic
33598,2011-07,PORCELAIN ROSE SMALL,84,Erratic
33599,2011-08,PORCELAIN ROSE SMALL,5,Erratic
33600,2011-09,PORCELAIN ROSE SMALL,34,Erratic
33601,2011-10,PORCELAIN ROSE SMALL,428,Erratic
33602,2011-11,PORCELAIN ROSE SMALL,35,Erratic
33603,2011-12,PORCELAIN ROSE SMALL,20,Erratic
33604,2010-01,PORCELAIN T-LIGHT HOLDERS ASSORTED,3,Lumpy
33605,2010-03,PORCELAIN T-LIGHT HOLDERS ASSORTED,25,Lumpy
33606,2010-05,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,Lumpy
33607,2010-06,PORCELAIN T-LIGHT HOLDERS ASSORTED,9,Lumpy
33608,2010-07,PORCELAIN T-LIGHT HOLDERS ASSORTED,2,Lumpy
33609,2010-08,PORCELAIN T-LIGHT HOLDERS ASSORTED,2,Lumpy
33610,2010-09,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,Lumpy
33611,2010-10,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,Lumpy
33612,2010-12,PORCELAIN T-LIGHT HOLDERS ASSORTED,68,Lumpy
33613,2011-01,PORCELAIN T-LIGHT HOLDERS ASSORTED,13,Lumpy
33614,2011-02,PORCELAIN T-LIGHT HOLDERS ASSORTED,30,Lumpy
33615,2011-03,PORCELAIN T-LIGHT HOLDERS ASSORTED,48,Lumpy
33616,2011-04,PORCELAIN T-LIGHT HOLDERS ASSORTED,26,Lumpy
33617,2011-05,PORCELAIN T-LIGHT HOLDERS ASSORTED,15,Lumpy
33618,2011-06,PORCELAIN T-LIGHT HOLDERS ASSORTED,45,Lumpy
33619,2011-07,PORCELAIN T-LIGHT HOLDERS ASSORTED,50,Lumpy
33620,2011-08,PORCELAIN T-LIGHT HOLDERS ASSORTED,47,Lumpy
33621,2011-09,PORCELAIN T-LIGHT HOLDERS ASSORTED,154,Lumpy
33622,2011-10,PORCELAIN T-LIGHT HOLDERS ASSORTED,104,Lumpy
33623,2011-11,PORCELAIN T-LIGHT HOLDERS ASSORTED,151,Lumpy
33624,2011-12,PORCELAIN T-LIGHT HOLDERS ASSORTED,24,Lumpy
33625,2011-08,POSSIBLE DAMAGES OR LOST?,-750,
33626,2010-01,POSTAGE,5,Lumpy
33627,2010-02,POSTAGE,1,Lumpy
33628,2010-03,POSTAGE,15,Lumpy
33629,2010-05,POSTAGE,23,Lumpy
33630,2010-06,POSTAGE,1,Lumpy
33631,2010-07,POSTAGE,12,Lumpy
33632,2010-08,POSTAGE,14,Lumpy
33633,2010-09,POSTAGE,26,Lumpy
33634,2010-10,POSTAGE,31,Lumpy
33635,2010-12,POSTAGE,87,Lumpy
33636,2011-01,POSTAGE,232,Lumpy
33637,2011-02,POSTAGE,130,Lumpy
33638,2011-03,POSTAGE,252,Lumpy
33639,2011-04,POSTAGE,189,Lumpy
33640,2011-05,POSTAGE,252,Lumpy
33641,2011-06,POSTAGE,250,Lumpy
33642,2011-07,POSTAGE,256,Lumpy
33643,2011-08,POSTAGE,225,Lumpy
33644,2011-09,POSTAGE,258,Lumpy
33645,2011-10,POSTAGE,255,Lumpy
33646,2011-11,POSTAGE,406,Lumpy
33647,2011-12,POSTAGE,83,Lumpy
33648,2011-01,POSTE FRANCE CUSHION COVER,4,Lumpy
33649,2011-02,POSTE FRANCE CUSHION COVER,24,Lumpy
33650,2011-03,POSTE FRANCE CUSHION COVER,6,Lumpy
33651,2011-04,POSTE FRANCE CUSHION COVER,27,Lumpy
33652,2011-05,POSTE FRANCE CUSHION COVER,4,Lumpy
33653,2011-06,POSTE FRANCE CUSHION COVER,18,Lumpy
33654,2011-07,POSTE FRANCE CUSHION COVER,13,Lumpy
33655,2011-08,POSTE FRANCE CUSHION COVER,39,Lumpy
33656,2011-09,POSTE FRANCE CUSHION COVER,100,Lumpy
33657,2011-10,POSTE FRANCE CUSHION COVER,75,Lumpy
33658,2011-11,POSTE FRANCE CUSHION COVER,117,Lumpy
33659,2011-12,POSTE FRANCE CUSHION COVER,11,Lumpy
33660,2010-06,POSY CANDY BAG,1,Erratic
33661,2011-01,POSY CANDY BAG,3,Erratic
33662,2011-03,POSY CANDY BAG,2,Erratic
33663,2011-04,POSY CANDY BAG,22,Erratic
33664,2011-05,POSY CANDY BAG,40,Erratic
33665,2011-06,POSY CANDY BAG,6,Erratic
33666,2011-09,POSY CANDY BAG,16,Erratic
33667,2011-10,POSY CANDY BAG,2,Erratic
33668,2010-01,POTTERING IN THE SHED METAL SIGN,5,Lumpy
33669,2010-02,POTTERING IN THE SHED METAL SIGN,12,Lumpy
33670,2010-03,POTTERING IN THE SHED METAL SIGN,3,Lumpy
33671,2010-05,POTTERING IN THE SHED METAL SIGN,4,Lumpy
33672,2010-06,POTTERING IN THE SHED METAL SIGN,4,Lumpy
33673,2010-07,POTTERING IN THE SHED METAL SIGN,57,Lumpy
33674,2010-08,POTTERING IN THE SHED METAL SIGN,16,Lumpy
33675,2010-09,POTTERING IN THE SHED METAL SIGN,3,Lumpy
33676,2010-10,POTTERING IN THE SHED METAL SIGN,8,Lumpy
33677,2010-12,POTTERING IN THE SHED METAL SIGN,56,Lumpy
33678,2011-01,POTTERING IN THE SHED METAL SIGN,264,Lumpy
33679,2011-02,POTTERING IN THE SHED METAL SIGN,264,Lumpy
33680,2011-03,POTTERING IN THE SHED METAL SIGN,331,Lumpy
33681,2011-04,POTTERING IN THE SHED METAL SIGN,192,Lumpy
33682,2011-05,POTTERING IN THE SHED METAL SIGN,293,Lumpy
33683,2011-06,POTTERING IN THE SHED METAL SIGN,327,Lumpy
33684,2011-07,POTTERING IN THE SHED METAL SIGN,392,Lumpy
33685,2011-08,POTTERING IN THE SHED METAL SIGN,241,Lumpy
33686,2011-09,POTTERING IN THE SHED METAL SIGN,656,Lumpy
33687,2011-10,POTTERING IN THE SHED METAL SIGN,326,Lumpy
33688,2011-11,POTTERING IN THE SHED METAL SIGN,627,Lumpy
33689,2011-12,POTTERING IN THE SHED METAL SIGN,98,Lumpy
33690,2010-03,POTTERING MUG,4,Lumpy
33691,2010-05,POTTERING MUG,5,Lumpy
33692,2010-06,POTTERING MUG,12,Lumpy
33693,2010-07,POTTERING MUG,16,Lumpy
33694,2010-08,POTTERING MUG,1,Lumpy
33695,2010-09,POTTERING MUG,17,Lumpy
33696,2010-10,POTTERING MUG,15,Lumpy
33697,2010-12,POTTERING MUG,663,Lumpy
33698,2011-01,POTTERING MUG,272,Lumpy
33699,2011-02,POTTERING MUG,187,Lumpy
33700,2011-03,POTTERING MUG,498,Lumpy
33701,2011-04,POTTERING MUG,325,Lumpy
33702,2011-05,POTTERING MUG,118,Lumpy
33703,2011-06,POTTERING MUG,259,Lumpy
33704,2011-07,POTTERING MUG,51,Lumpy
33705,2011-08,POTTERING MUG,114,Lumpy
33706,2011-09,POTTERING MUG,750,Lumpy
33707,2011-10,POTTERING MUG,199,Lumpy
33708,2011-11,POTTERING MUG,202,Lumpy
33709,2011-12,POTTERING MUG,46,Lumpy
33710,2011-01,POTTING SHED CANDLE CITRONELLA,3,Lumpy
33711,2011-03,POTTING SHED CANDLE CITRONELLA,342,Lumpy
33712,2011-04,POTTING SHED CANDLE CITRONELLA,60,Lumpy
33713,2011-02,POTTING SHED ROSE CANDLE,31,Lumpy
33714,2011-03,POTTING SHED ROSE CANDLE,390,Lumpy
33715,2011-04,POTTING SHED ROSE CANDLE,60,Lumpy
33716,2011-07,POTTING SHED ROSE CANDLE,4,Lumpy
33717,2011-08,POTTING SHED ROSE CANDLE,3,Lumpy
33718,2011-09,POTTING SHED ROSE CANDLE,3,Lumpy
33719,2011-10,POTTING SHED ROSE CANDLE,1,Lumpy
33720,2011-11,POTTING SHED ROSE CANDLE,1,Lumpy
33721,2010-01,POTTING SHED SEED ENVELOPES,4,Lumpy
33722,2010-05,POTTING SHED SEED ENVELOPES,2,Lumpy
33723,2010-06,POTTING SHED SEED ENVELOPES,5,Lumpy
33724,2010-07,POTTING SHED SEED ENVELOPES,2,Lumpy
33725,2010-09,POTTING SHED SEED ENVELOPES,12,Lumpy
33726,2010-10,POTTING SHED SEED ENVELOPES,2,Lumpy
33727,2010-12,POTTING SHED SEED ENVELOPES,15,Lumpy
33728,2011-01,POTTING SHED SEED ENVELOPES,64,Lumpy
33729,2011-02,POTTING SHED SEED ENVELOPES,32,Lumpy
33730,2011-03,POTTING SHED SEED ENVELOPES,76,Lumpy
33731,2011-04,POTTING SHED SEED ENVELOPES,57,Lumpy
33732,2011-05,POTTING SHED SEED ENVELOPES,69,Lumpy
33733,2011-06,POTTING SHED SEED ENVELOPES,38,Lumpy
33734,2011-07,POTTING SHED SEED ENVELOPES,31,Lumpy
33735,2011-08,POTTING SHED SEED ENVELOPES,17,Lumpy
33736,2011-09,POTTING SHED SEED ENVELOPES,81,Lumpy
33737,2011-10,POTTING SHED SEED ENVELOPES,16,Lumpy
33738,2011-11,POTTING SHED SEED ENVELOPES,60,Lumpy
33739,2011-12,POTTING SHED SEED ENVELOPES,14,Lumpy
33740,2010-01,POTTING SHED SOW 'N' GROW SET,1,
33741,2010-09,POTTING SHED SOW 'N' GROW SET,1,
33742,2010-01,POTTING SHED TEA MUG,2,Lumpy
33743,2010-02,POTTING SHED TEA MUG,12,Lumpy
33744,2010-03,POTTING SHED TEA MUG,2,Lumpy
33745,2010-05,POTTING SHED TEA MUG,7,Lumpy
33746,2010-06,POTTING SHED TEA MUG,88,Lumpy
33747,2010-07,POTTING SHED TEA MUG,21,Lumpy
33748,2010-08,POTTING SHED TEA MUG,18,Lumpy
33749,2010-09,POTTING SHED TEA MUG,10,Lumpy
33750,2010-10,POTTING SHED TEA MUG,14,Lumpy
33751,2010-12,POTTING SHED TEA MUG,130,Lumpy
33752,2011-01,POTTING SHED TEA MUG,150,Lumpy
33753,2011-02,POTTING SHED TEA MUG,303,Lumpy
33754,2011-03,POTTING SHED TEA MUG,231,Lumpy
33755,2011-04,POTTING SHED TEA MUG,218,Lumpy
33756,2011-05,POTTING SHED TEA MUG,163,Lumpy
33757,2011-06,POTTING SHED TEA MUG,254,Lumpy
33758,2011-07,POTTING SHED TEA MUG,174,Lumpy
33759,2011-08,POTTING SHED TEA MUG,87,Lumpy
33760,2011-09,POTTING SHED TEA MUG,66,Lumpy
33761,2011-10,POTTING SHED TEA MUG,142,Lumpy
33762,2011-11,POTTING SHED TEA MUG,267,Lumpy
33763,2011-12,POTTING SHED TEA MUG,35,Lumpy
33764,2010-01,POTTING SHED TWINE,1,Lumpy
33765,2010-03,POTTING SHED TWINE,1,Lumpy
33766,2010-06,POTTING SHED TWINE,5,Lumpy
33767,2010-08,POTTING SHED TWINE,1,Lumpy
33768,2010-10,POTTING SHED TWINE,1,Lumpy
33769,2010-12,POTTING SHED TWINE,8,Lumpy
33770,2011-01,POTTING SHED TWINE,26,Lumpy
33771,2011-02,POTTING SHED TWINE,29,Lumpy
33772,2011-03,POTTING SHED TWINE,473,Lumpy
33773,2011-04,POTTING SHED TWINE,196,Lumpy
33774,2011-05,POTTING SHED TWINE,94,Lumpy
33775,2011-06,POTTING SHED TWINE,31,Lumpy
33776,2011-07,POTTING SHED TWINE,35,Lumpy
33777,2011-08,POTTING SHED TWINE,11,Lumpy
33778,2011-09,POTTING SHED TWINE,15,Lumpy
33779,2011-10,POTTING SHED TWINE,4,Lumpy
33780,2011-11,POTTING SHED TWINE,35,Lumpy
33781,2011-12,POTTING SHED TWINE,12,Lumpy
33782,2011-01,PRETTY HANGING QUILTED HEARTS,84,Lumpy
33783,2011-02,PRETTY HANGING QUILTED HEARTS,25,Lumpy
33784,2011-03,PRETTY HANGING QUILTED HEARTS,25,Lumpy
33785,2011-04,PRETTY HANGING QUILTED HEARTS,27,Lumpy
33786,2011-05,PRETTY HANGING QUILTED HEARTS,12,Lumpy
33787,2011-06,PRETTY HANGING QUILTED HEARTS,36,Lumpy
33788,2011-08,PRETTY HANGING QUILTED HEARTS,48,Lumpy
33789,2011-09,PRETTY HANGING QUILTED HEARTS,660,Lumpy
33790,2011-10,PRETTY HANGING QUILTED HEARTS,181,Lumpy
33791,2011-11,PRETTY HANGING QUILTED HEARTS,144,Lumpy
33792,2011-12,PRETTY HANGING QUILTED HEARTS,36,Lumpy
33793,2011-07,PSYCHEDELIC METAL SIGN CALENDAR,10,
33794,2010-12,PSYCHEDELIC TILE COASTER,24,Lumpy
33795,2011-01,PSYCHEDELIC TILE COASTER,36,Lumpy
33796,2011-03,PSYCHEDELIC TILE COASTER,1,Lumpy
33797,2011-04,PSYCHEDELIC TILE COASTER,-24,Lumpy
33798,2011-05,PSYCHEDELIC TILE COASTER,100,Lumpy
33799,2011-06,PSYCHEDELIC TILE COASTER,27,Lumpy
33800,2011-07,PSYCHEDELIC TILE COASTER,49,Lumpy
33801,2011-08,PSYCHEDELIC TILE COASTER,27,Lumpy
33802,2011-09,PSYCHEDELIC TILE COASTER,31,Lumpy
33803,2011-10,PSYCHEDELIC TILE COASTER,52,Lumpy
33804,2011-11,PSYCHEDELIC TILE COASTER,59,Lumpy
33805,2011-12,PSYCHEDELIC TILE COASTER,24,Lumpy
33806,2010-03,PSYCHEDELIC TILE HOOK,1,Erratic
33807,2011-01,PSYCHEDELIC TILE HOOK,46,Erratic
33808,2011-02,PSYCHEDELIC TILE HOOK,25,Erratic
33809,2011-03,PSYCHEDELIC TILE HOOK,18,Erratic
33810,2011-04,PSYCHEDELIC TILE HOOK,3,Erratic
33811,2011-05,PSYCHEDELIC TILE HOOK,18,Erratic
33812,2011-06,PSYCHEDELIC TILE HOOK,7,Erratic
33813,2011-07,PSYCHEDELIC TILE HOOK,60,Erratic
33814,2011-08,PSYCHEDELIC TILE HOOK,31,Erratic
33815,2011-09,PSYCHEDELIC TILE HOOK,17,Erratic
33816,2011-10,PSYCHEDELIC TILE HOOK,15,Erratic
33817,2011-11,PSYCHEDELIC TILE HOOK,41,Erratic
33818,2011-12,PSYCHEDELIC TILE HOOK,12,Erratic
33819,2010-06,PSYCHEDELIC WALL THERMOMETER,1,Erratic
33820,2011-01,PSYCHEDELIC WALL THERMOMETER,12,Erratic
33821,2011-03,PSYCHEDELIC WALL THERMOMETER,9,Erratic
33822,2011-05,PSYCHEDELIC WALL THERMOMETER,3,Erratic
33823,2011-06,PSYCHEDELIC WALL THERMOMETER,3,Erratic
33824,2011-07,PSYCHEDELIC WALL THERMOMETER,24,Erratic
33825,2011-10,PSYCHEDELIC WALL THERMOMETER,24,Erratic
33826,2011-11,PSYCHEDELIC WALL THERMOMETER,4,Erratic
33827,2010-12,PURPLE ACRYLIC FACETED BANGLE,85,Erratic
33828,2011-02,PURPLE ACRYLIC FACETED BANGLE,1,Erratic
33829,2011-05,PURPLE ACRYLIC FACETED BANGLE,1,Erratic
33830,2011-10,PURPLE ACRYLIC FACETED BANGLE,20,Erratic
33831,2011-02,PURPLE AMETHYST NECKLACE W TASSEL,1,Intermittent
33832,2011-04,PURPLE AMETHYST NECKLACE W TASSEL,1,Intermittent
33833,2011-06,PURPLE AMETHYST NECKLACE W TASSEL,2,Intermittent
33834,2011-11,PURPLE AMETHYST NECKLACE W TASSEL,1,Intermittent
33835,2011-01,PURPLE ANEMONE ARTIFICIAL FLOWER,4,
33836,2010-10,PURPLE BERTIE GLASS BEAD BAG CHARM,1,Erratic
33837,2010-12,PURPLE BERTIE GLASS BEAD BAG CHARM,14,Erratic
33838,2011-01,PURPLE BERTIE GLASS BEAD BAG CHARM,21,Erratic
33839,2011-04,PURPLE BERTIE GLASS BEAD BAG CHARM,49,Erratic
33840,2011-05,PURPLE BERTIE GLASS BEAD BAG CHARM,2,Erratic
33841,2011-06,PURPLE BERTIE GLASS BEAD BAG CHARM,2,Erratic
33842,2011-07,PURPLE BERTIE GLASS BEAD BAG CHARM,3,Erratic
33843,2011-10,PURPLE BERTIE GLASS BEAD BAG CHARM,3,Erratic
33844,2010-12,PURPLE BOUDICCA LARGE BRACELET,3,Lumpy
33845,2011-01,PURPLE BOUDICCA LARGE BRACELET,6,Lumpy
33846,2011-02,PURPLE BOUDICCA LARGE BRACELET,5,Lumpy
33847,2011-04,PURPLE BOUDICCA LARGE BRACELET,3,Lumpy
33848,2011-06,PURPLE BOUDICCA LARGE BRACELET,2,Lumpy
33849,2011-07,PURPLE BOUDICCA LARGE BRACELET,4,Lumpy
33850,2011-09,PURPLE BOUDICCA LARGE BRACELET,12,Lumpy
